;UF;city;Lat;Long;height;availability;availability time
3469;RS;Paim Filho;-27.751;-51.76;0.0;99.999;5.0
3470;MG;Paineiras;-18.908;-45.5;595.0;99.999;5.0
3471;SC;Painel;-27.929;-50.11;0.0;99.999;5.0
3472;MG;Pains;-20.371;-45.66;761.0;99.999;5.0
3473;MG;Paiva;-21.289;-43.42;603.0;99.999;5.0
3474;PI;Pajeú do Piauí;-7.756;-42.75;335.0;99.999;5.0
3475;AL;Palestina;-9.672;-37.33;686.0;99.999;5.0
3476;SP;Palestina;-20.39;-49.43;219.0;99.999;5.0
3477;GO;Palestina de Goiás;-16.753;-51.5;0.0;99.999;5.0
3478;PA;Palestina do Pará;-5.754;-48.32;501.0;99.999;5.0
3479;CE;Palhano;-4.755;-37.96;0.0;99.999;5.0
3480;SC;Palhoça;-27.645;-48.67;0.0;99.998;11.0
3481;MG;Palma;-21.375;-42.31;762.0;99.999;5.0
3482;SC;Palma Sola;-26.348;-53.28;547.0;99.999;5.0
3483;CE;Palmácia;-4.15;-38.75;137.0;99.998;11.0
3484;PE;Palmares;-8.683;-35.6;0.0;99.998;11.0
3485;RS;Palmares do Sul;-30.258;-50.5;519.0;99.999;5.0
3486;SP;Palmares Paulista;-21.083;-48.75;0.0;99.999;5.0
3487;PR;Palmas;-26.484;-51.99;479.0;99.999;5.0
3488;TO;Palmas;-10.213;-48.36;1177.0;99.999;5.0
3489;BA;Palmas de Monte Alto;-14.267;-43.13;602.0;99.999;5.0
3490;PR;Palmeira;-25.429;-50.01;0.0;99.999;5.0
3491;SC;Palmeira;-27.6;-50.16;563.0;99.999;5.0
3492;RS;Palmeira das Missões;-27.756;-53.31;381.0;99.999;5.0
3493;PI;Palmeira do Piauí;-8.753;-44.24;0.0;99.999;5.0
3494;SP;Palmeira d'Oeste;-20.416;-50.76;212.0;99.999;5.0
3495;AL;Palmeira dos µndios;-9.407;-36.63;27.0;99.999;5.0
3496;PI;Palmeirais;-5.978;-43.06;201.0;99.999;5.0
3497;MA;Palmeirândia;-2.645;-44.76;833.0;99.998;11.0
3498;TO;Palmeirante;-7.756;-47.93;594.0;99.999;5.0
3499;BA;Palmeiras;-12.5;-41.6;698.0;99.999;5.0
3500;GO;Palmeiras de Goiás;-16.755;-49.93;0.0;99.999;5.0
3501;PE;Palmeirina;-9.004;-36.33;0.0;99.998;11.0
3502;TO;Palmeirópolis;-13.044;-48.4;456.0;99.999;5.0
3503;GO;Palmelo;-17.324;-48.42;780.0;99.999;5.0
3504;GO;Palminópolis;-16.76;-50.13;723.0;99.999;5.0
3505;PR;Palmital;-24.756;-52.25;751.0;99.999;5.0
3506;SP;Palmital;-22.759;-50.22;477.0;99.999;5.0
3507;RS;Palmitinho;-27.355;-53.6;0.0;99.999;5.0
3508;SC;Palmitos;-27.068;-53.13;0.0;99.999;5.0
3509;MG;Palmópolis;-16.754;-40.42;453.0;99.999;5.0
3510;PR;Palotina;-24.284;-53.75;297.0;99.999;5.0
3511;GO;Panamá;-18.177;-49.35;710.0;99.999;5.0
3512;RS;Panambi;-28.293;-53.5;0.0;99.999;5.0
3513;ES;Pancas;-19.225;-40.76;375.0;99.998;11.0
3514;PE;Panelas;-8.664;-36.01;0.0;99.999;5.0
3515;SP;Panorama;-21.356;-51.76;333.0;99.999;5.0
3516;RS;Pantano Grande;-30.191;-52.37;0.0;99.999;5.0
3517;AL;Pão de Açúcar;-9.755;-37.44;0.0;99.999;5.0
3518;MG;Papagaios;-19.449;-44.75;697.0;99.999;5.0
3519;SC;Papanduva;-26.37;-50.14;542.0;99.999;5.0
3520;PI;Paquetá;-7.104;-41.7;438.0;99.999;5.0
3521;MG;Pará de Minas;-19.756;-44.61;792.0;99.999;5.0
3522;RJ;Paracambi;-22.611;-43.71;71.0;99.999;5.0
3523;MG;Paracatu;-17.222;-46.76;724.0;99.999;5.0
3524;CE;Paracuru;-3.41;-39.03;36.0;99.998;11.0
3525;PA;Paragominas;-2.996;-47.35;95.0;99.999;5.0
3526;MG;Paraguaçu;-21.5;-45.74;463.0;99.999;5.0
3527;SP;Paraguaçu Paulista;-22.413;-50.6;882.0;99.999;5.0
3528;RS;Paraí;-28.6;-51.79;309.0;99.999;5.0
3529;RJ;Paraíba do Sul;-22.125;-43.29;224.0;99.999;5.0
3530;MA;Paraibano;-6.433;-43.98;753.0;99.999;5.0
3531;SP;Paraibuna;-23.386;-45.66;35.0;99.999;5.0
3532;CE;Paraipaba;-3.439;-39.15;0.0;99.998;11.0
3533;SC;Paraíso;-26.614;-53.67;303.0;99.999;5.0
3534;SP;Paraíso;-21.016;-48.77;0.0;99.999;5.0
3535;PR;Paraíso do Norte;-23.281;-52.6;461.0;99.999;5.0
3536;RS;Paraíso do Sul;-29.669;-53.15;1310.0;99.999;5.0
3537;TO;Paraíso do Tocantins;-10.176;-48.76;0.0;99.999;5.0
3538;MG;Paraisópolis;-22.6;-45.78;531.0;99.999;5.0
3539;CE;Parambu;-6.211;-40.69;510.0;99.999;5.0
3540;BA;Paramirim;-13.443;-42.24;596.0;99.999;5.0
3541;CE;Paramoti;-4.097;-39.24;182.0;99.999;5.0
3542;RN;Paraná;-6.486;-38.31;417.0;99.999;5.0
3543;TO;Paranã;-12.615;-47.76;11.0;99.999;5.0
3544;PR;Paranacity;-22.93;-52.15;462.0;99.999;5.0
3545;PR;Paranaguá;-25.5;-48.5;501.0;99.998;11.0
3546;MS;Paranaíba;-19.677;-51.19;0.0;99.999;5.0
3547;GO;Paranaiguara;-18.916;-50.65;622.0;99.999;5.0
3548;MT;Paranaíta;-9.665;-56.48;355.0;99.999;5.0
3549;SP;Paranapanema;-23.389;-48.72;407.0;99.999;5.0
3550;PR;Paranapoema;-22.634;-52.1;0.0;99.999;5.0
3551;SP;Paranapuã;-21.757;-50.77;0.0;99.999;5.0
3552;PE;Paranatama;-8.921;-36.66;488.0;99.999;5.0
3553;MT;Paranatinga;-14.432;-54.05;290.0;99.999;5.0
3554;PR;Paranavaí;-23.073;-52.47;449.0;99.999;5.0
3555;MS;Paranhos;-23.756;-55.43;0.0;99.999;5.0
3556;MG;Paraopeba;-19.274;-44.4;702.0;99.999;5.0
3557;SP;Parapuã;-21.757;-50.77;436.0;99.999;5.0
3558;PB;Parari;-7.321;-36.66;0.0;99.999;5.0
3559;RJ;Parati;-23.218;-44.71;635.0;99.998;11.0
3560;BA;Paratinga;-12.691;-43.18;0.0;99.999;5.0
3561;RN;Paraú;-5.757;-37.1;662.0;99.999;5.0
3562;PA;Parauapebas;-6.068;-49.9;673.0;99.999;5.0
3563;GO;Paraúna;-16.948;-50.45;0.0;99.999;5.0
3564;RN;Parazinho;-5.223;-35.75;0.0;99.998;11.0
3565;SP;Pardinho;-23.081;-48.37;882.0;99.999;5.0
3566;RS;Pareci Novo;-29.638;-51.4;0.0;99.999;5.0
3567;RO;Parecis;-12.196;-61.6;0.0;99.999;5.0
3568;RN;Parelhas;-6.688;-36.66;0.0;99.999;5.0
3569;AL;Pariconha;-9.253;-38.0;0.0;99.999;5.0
3570;AM;Parintins;-2.628;-56.74;0.0;99.999;5.0
3571;BA;Paripiranga;-10.688;-37.76;0.0;99.999;5.0
3572;AL;Paripueira;-9.465;-35.6;0.0;99.998;11.0
3573;SP;Pariquera-Açu;-24.752;-47.76;33.0;99.998;11.0
3574;SP;Parisi;-20.304;-50.01;468.0;99.999;5.0
3575;PI;Parnaguá;-10.228;-44.64;422.0;99.999;5.0
3576;PI;Parnaíba;-2.905;-41.78;23.0;99.998;11.0
3577;PE;Parnamirim;-8.091;-39.6;398.0;99.999;5.0
3578;RN;Parnamirim;-5.916;-35.26;0.0;99.998;11.0
3579;MA;Parnarama;-5.682;-43.09;175.0;99.999;5.0
3580;RS;Parobé;-29.629;-50.75;0.0;99.999;5.0
3581;RN;Passa e Fica;-6.436;-35.64;0.0;99.999;5.0
3582;MG;Passa Quatro;-22.39;-44.97;994.0;99.999;5.0
3583;RS;Passa Sete;-29.453;-52.96;0.0;99.999;5.0
3584;MG;Passa Tempo;-20.651;-44.5;957.0;99.999;5.0
3585;MG;Passa Vinte;-22.259;-44.23;0.0;99.999;5.0
3586;MG;Passabém;-19.353;-43.14;666.0;99.999;5.0
3587;PB;Passagem;-7.138;-37.05;121.0;99.999;5.0
3588;RN;Passagem;-6.279;-35.38;237.0;99.998;11.0
3589;MA;Passagem Franca;-6.18;-43.78;0.0;99.999;5.0
3590;PI;Passagem Franca do Piauí;-5.756;-42.44;0.0;99.999;5.0
3591;PE;Passira;-7.995;-35.6;0.0;99.999;5.0
3592;AL;Passo de Camaragibe;-9.238;-35.49;0.0;99.998;11.0
3593;SC;Passo de Torres;-29.335;-49.72;0.0;99.999;5.0
3594;RS;Passo do Sobrado;-29.755;-52.27;0.0;99.999;5.0
3595;RS;Passo Fundo;-28.263;-52.41;0.0;99.999;5.0
3596;MG;Passos;-20.752;-46.61;0.0;99.999;5.0
3597;SC;Passos Maia;-26.758;-52.06;753.0;99.999;5.0
3598;MA;Pastos Bons;-6.602;-44.08;441.0;99.999;5.0
3599;MG;Patis;-16.076;-44.08;814.0;99.999;5.0
3600;PR;Pato Bragado;-24.626;-54.22;240.0;99.999;5.0
3601;PR;Pato Branco;-26.229;-52.67;806.0;99.999;5.0
3602;PB;Patos;-7.024;-37.28;841.0;99.999;5.0
3603;MG;Patos de Minas;-18.6;-46.5;260.0;99.999;5.0
3604;PI;Patos do Piauí;-7.668;-41.24;0.0;99.999;5.0
3605;MG;Patrocínio;-18.944;-46.99;258.0;99.999;5.0
3606;MG;Patrocínio do Muriaé;-21.153;-42.21;770.0;99.999;5.0
3607;SP;Patrocínio Paulista;-20.639;-47.28;912.0;99.999;5.0
3608;RN;Patu;-6.11;-37.64;0.0;99.999;5.0
3609;RJ;Paty do Alferes;-22.429;-43.42;640.0;99.999;5.0
3610;BA;Pau Brasil;-15.464;-39.65;208.0;99.998;11.0
3611;PA;Pau d'Arco;-7.755;-50.04;236.0;99.999;5.0
3612;TO;Pau d'Arco;-7.5;-49.37;270.0;99.999;5.0
3613;RN;Pau dos Ferros;-6.109;-38.25;0.0;99.999;5.0
3614;PE;Paudalho;-7.756;-35.18;0.0;99.998;11.0
3615;AM;Pauini;-7.751;-66.98;0.0;99.999;5.0
3616;MG;Paula Cândido;-20.756;-42.98;749.0;99.999;5.0
3617;PR;Paula Freitas;-26.258;-50.94;768.0;99.999;5.0
3618;SP;Paulicéia;-21.318;-51.75;297.0;99.999;5.0
3619;SP;Paulínia;-22.756;-47.15;554.0;99.999;5.0
3620;MA;Paulino Neves;-2.752;-42.5;39.0;99.998;11.0
3621;PB;Paulista;-6.6;-37.62;372.0;99.999;5.0
3622;PE;Paulista;-7.941;-34.76;605.0;99.997;16.0
3623;PI;Paulistana;-8.144;-41.15;0.0;99.999;5.0
3624;SP;Paulistânia;-22.6;-49.4;0.0;99.999;5.0
3625;MG;Paulistas;-18.428;-42.76;736.0;99.999;5.0
3626;BA;Paulo Afonso;-9.406;-38.21;0.0;99.999;5.0
3627;SP;Paulo de Faria;-20.031;-49.38;481.0;99.999;5.0
3628;PR;Paulo Frontin;-26.04;-50.75;785.0;99.999;5.0
3629;AL;Paulo Jacinto;-9.366;-36.37;0.0;99.998;11.0
3630;SC;Paulo Lopes;-27.962;-48.68;0.0;99.998;11.0
3631;MA;Paulo Ramos;-4.444;-45.24;74.0;99.999;5.0
3632;MG;Pavão;-17.428;-41.0;286.0;99.999;5.0
3633;RS;Paverama;-29.6;-51.73;0.0;99.999;5.0
3634;PI;Pavussu;-7.966;-43.22;398.0;99.999;5.0
3635;BA;Pé de Serra;-11.755;-39.61;280.0;99.999;5.0
3636;PR;Peabiru;-23.913;-52.34;465.0;99.999;5.0
3637;MG;Peçanha;-18.5;-42.6;873.0;99.999;5.0
3638;SP;Pederneiras;-22.352;-48.78;479.0;99.999;5.0
3639;PE;Pedra;-8.497;-36.94;637.0;99.999;5.0
3640;MG;Pedra Azul;-16.005;-41.3;1060.0;99.999;5.0
3641;SP;Pedra Bela;-22.759;-46.44;860.0;99.999;5.0
3642;MG;Pedra Bonita;-20.5;-42.33;145.0;99.999;5.0
3643;CE;Pedra Branca;-5.454;-39.72;783.0;99.999;5.0
3644;PB;Pedra Branca;-7.427;-38.07;0.0;99.999;5.0
3645;AP;Pedra Branca do Amapari;0.758;-51.94;669.0;99.999;5.0
3646;MG;Pedra do Anta;-20.6;-42.71;848.0;99.999;5.0
3647;MG;Pedra do Indaiá;-20.258;-45.26;657.0;99.999;5.0
3648;MG;Pedra Dourada;-20.755;-42.15;0.0;99.999;5.0
3649;RN;Pedra Grande;-5.15;-35.76;0.0;99.998;11.0
3650;PB;Pedra Lavrada;-6.756;-36.47;0.0;99.999;5.0
3651;SE;Pedra Mole;-10.617;-37.69;353.0;99.999;5.0
3652;MT;Pedra Preta;-16.623;-54.47;0.0;99.999;5.0
3653;RN;Pedra Preta;-5.6;-36.1;894.0;99.999;5.0
3654;MG;Pedralva;-22.243;-45.47;425.0;99.999;5.0
3655;SP;Pedranópolis;-20.248;-50.11;185.0;99.999;5.0
3656;BA;Pedrão;-12.15;-38.65;0.0;99.998;11.0
3657;PB;Pedras de Fogo;-7.402;-35.12;0.0;99.998;11.0
3658;MG;Pedras de Maria da Cruz;-15.607;-44.39;500.0;99.999;5.0
3659;SC;Pedras Grandes;-28.436;-49.19;0.0;99.999;5.0
3660;SP;Pedregulho;-20.257;-47.48;939.0;99.999;5.0
3661;SP;Pedreira;-22.754;-46.9;51.0;99.999;5.0
3662;MA;Pedreiras;-4.6;-44.6;627.0;99.999;5.0
3663;SE;Pedrinhas;-11.192;-37.67;347.0;99.998;11.0
3664;SP;Pedrinhas Paulista;-22.755;-50.79;0.0;99.999;5.0
3665;MG;Pedrinópolis;-19.228;-47.46;1025.0;99.999;5.0
3666;TO;Pedro Afonso;-8.968;-48.17;263.0;99.999;5.0
3667;BA;Pedro Alexandre;-10.014;-37.76;0.0;99.999;5.0
3668;RN;Pedro Avelino;-5.5;-36.39;0.0;99.999;5.0
3669;ES;Pedro Canário;-18.03;-40.15;87.0;99.998;11.0
3670;SP;Pedro de Toledo;-24.275;-47.23;291.0;99.998;11.0
3671;MA;Pedro do Rosário;-2.973;-45.35;50.0;99.998;11.0
3672;MS;Pedro Gomes;-18.101;-54.6;270.0;99.999;5.0
3673;PI;Pedro II;-4.425;-41.46;559.0;99.999;5.0
3674;PI;Pedro Laurentino;-8.068;-42.29;262.0;99.999;5.0
3675;MG;Pedro Leopoldo;-19.618;-44.04;715.0;99.999;5.0
3676;RS;Pedro Osório;-31.756;-52.75;0.0;99.999;5.0
3677;PB;Pedro Régio;-6.633;-35.3;0.0;99.998;11.0
3678;MG;Pedro Teixeira;-21.751;-43.75;717.0;99.999;5.0
3679;RN;Pedro Velho;-6.439;-35.22;0.0;99.998;11.0
3680;TO;Peixe;-12.025;-48.5;31.0;99.999;5.0
3681;PA;Peixe-Boi;-1.192;-47.31;254.0;99.998;11.0
3682;MT;Peixoto de Azevedo;-10.223;-54.98;359.0;99.999;5.0
3683;RS;Pejuçara;-28.423;-53.66;0.0;99.999;5.0
3684;RS;Pelotas;-31.757;-52.34;0.0;99.999;5.0
3685;CE;Penaforte;-7.755;-39.08;479.0;99.999;5.0
3686;MA;Penalva;-3.294;-45.17;6.0;99.998;11.0
3687;SP;Penápolis;-21.42;-50.08;409.0;99.999;5.0
3688;RN;Pendências;-5.26;-36.72;0.0;99.999;5.0
3689;AL;Penedo;-10.29;-36.6;0.0;99.998;11.0
3690;SC;Penha;-26.757;-48.65;0.0;99.998;11.0
3691;CE;Pentecoste;-3.759;-39.27;86.0;99.999;5.0
3692;MG;Pequeri;-21.755;-43.12;631.0;99.999;5.0
3693;MG;Pequi;-19.633;-44.66;818.0;99.999;5.0
3694;TO;Pequizeiro;-8.6;-48.93;214.0;99.999;5.0
3695;MG;Perdigão;-19.953;-45.08;820.0;99.999;5.0
3696;MG;Perdizes;-19.353;-47.29;941.0;99.999;5.0
3697;MG;Perdões;-21.091;-45.09;867.0;99.999;5.0
3698;SP;Pereira Barreto;-20.638;-51.11;320.0;99.999;5.0
3699;SP;Pereiras;-23.076;-47.98;524.0;99.999;5.0
3700;CE;Pereiro;-6.042;-38.46;0.0;99.999;5.0
3701;MA;Peri Mirim;-2.6;-44.76;15.0;99.998;11.0
3702;MG;Periquito;-19.158;-42.23;248.0;99.999;5.0
3703;SC;Peritiba;-27.373;-51.9;0.0;99.999;5.0
3704;MA;Peritoró;-4.383;-44.33;60.0;99.999;5.0
3705;PR;Perobal;-23.756;-53.41;353.0;99.999;5.0
3706;PR;Pérola;-23.755;-53.68;341.0;99.999;5.0
3707;PR;Pérola d'Oeste;-25.755;-53.74;846.0;99.999;5.0
3708;GO;Perolândia;-17.5;-52.06;324.0;99.999;5.0
3709;SP;Peruíbe;-24.32;-47.0;11.0;99.998;11.0
3710;MG;Pescador;-18.357;-41.6;350.0;99.999;5.0
3711;PE;Pesqueira;-8.358;-36.7;0.0;99.999;5.0
3712;PE;Petrolândia;-8.979;-38.22;0.0;99.999;5.0
3713;SC;Petrolândia;-27.5;-49.7;0.0;99.999;5.0
3714;PE;Petrolina;-9.399;-40.5;805.0;99.999;5.0
3715;GO;Petrolina de Goiás;-16.095;-49.34;416.0;99.999;5.0
3716;RJ;Petrópolis;-22.5;-43.18;758.0;99.998;11.0
3717;AL;Piaçabuçu;-10.406;-36.43;0.0;99.998;11.0
3718;SP;Piacatu;-21.6;-50.6;378.0;99.999;5.0
3719;PB;Piancó;-7.198;-37.93;0.0;99.999;5.0
3720;BA;Piatã;-13.152;-41.77;1446.0;99.999;5.0
3721;MG;Piau;-21.5;-43.32;454.0;99.999;5.0
3722;RS;Picada Café;-29.444;-51.14;0.0;99.999;5.0
3723;PA;Piçarra;-6.438;-48.76;176.0;99.999;5.0
3724;SC;Piçarras;-26.756;-48.67;0.0;99.998;11.0
3725;PI;Picos;-7.077;-41.47;319.0;99.999;5.0
3726;PB;Picuí;-6.5;-36.35;0.0;99.999;5.0
3727;SP;Piedade;-23.751;-47.43;810.0;99.999;5.0
3728;MG;Piedade de Caratinga;-19.756;-42.08;486.0;99.999;5.0
3729;MG;Piedade de Ponte Nova;-20.245;-42.73;973.0;99.999;5.0
3730;MG;Piedade do Rio Grande;-21.469;-44.2;974.0;99.999;5.0
3731;MG;Piedade dos Gerais;-20.471;-44.23;1063.0;99.999;5.0
3732;PR;Piên;-26.098;-49.43;860.0;99.999;5.0
3733;BA;Pilão Arcado;-10.003;-42.5;437.0;99.999;5.0
3734;AL;Pilar;-9.6;-35.96;427.0;99.998;11.0
3735;PB;Pilar;-7.267;-35.26;766.0;99.998;11.0
3736;GO;Pilar de Goiás;-14.756;-49.6;0.0;99.999;5.0
3737;SP;Pilar do Sul;-23.755;-47.72;0.0;99.999;5.0
3738;PB;Pilões;-6.75;-35.62;0.0;99.998;11.0
3739;RN;Pilões;-6.269;-38.04;0.0;99.999;5.0
3740;PB;Pilõezinhos;-6.756;-35.5;0.0;99.998;11.0
3741;MG;Pimenta;-20.484;-45.8;0.0;99.999;5.0
3742;RO;Pimenta Bueno;-11.673;-61.19;825.0;99.999;5.0
3743;PI;Pimenteiras;-6.245;-41.42;0.0;99.999;5.0
3744;RO;Pimenteiras do Oeste;-13.483;-61.05;539.0;99.999;5.0
3745;BA;Pindaí;-14.493;-42.69;623.0;99.999;5.0
3746;SP;Pindamonhangaba;-22.924;-45.46;535.0;99.999;5.0
3747;MA;Pindaré Mirim;-3.608;-45.34;0.0;99.998;11.0
3748;AL;Pindoba;-9.475;-36.29;0.0;99.998;11.0
3749;BA;Pindobaçu;-10.754;-40.36;470.0;99.999;5.0
3750;SP;Pindorama;-21.186;-48.91;451.0;99.999;5.0
3751;TO;Pindorama do Tocantins;-11.139;-47.6;562.0;99.999;5.0
3752;CE;Pindoretama;-4.027;-38.31;0.0;99.998;11.0
3753;MG;Pingo d'Água;-19.753;-42.41;0.0;99.999;5.0
3754;PR;Pinhais;-25.445;-49.19;935.0;99.999;5.0
3755;RS;Pinhal;-27.5;-53.22;541.0;99.999;5.0
3756;PR;Pinhal de São Bento;-26.03;-53.48;0.0;99.999;5.0
3757;RS;Pinhal Grande;-29.346;-53.31;744.0;99.999;5.0
3758;PR;Pinhalão;-23.759;-50.06;0.0;99.999;5.0
3759;SC;Pinhalzinho;-26.755;-52.99;0.0;99.999;5.0
3760;SP;Pinhalzinho;-22.758;-46.6;905.0;99.999;5.0
3761;PR;Pinhão;-25.696;-51.66;1167.0;99.999;5.0
3762;SE;Pinhão;-10.6;-37.72;0.0;99.999;5.0
3763;RJ;Pinheiral;-22.5;-44.0;375.0;99.999;5.0
3764;RS;Pinheirinho do Vale;-27.26;-53.61;0.0;99.999;5.0
3765;MA;Pinheiro;-2.5;-45.08;0.0;99.998;11.0
3766;RS;Pinheiro Machado;-31.6;-53.38;0.0;99.999;5.0
3767;SC;Pinheiro Preto;-27.051;-51.23;3.0;99.999;5.0
3768;ES;Pinheiros;-18.37;-40.21;117.0;99.998;11.0
3769;BA;Pintadas;-11.755;-39.91;276.0;99.999;5.0
3770;MG;Pintópolis;-16.059;-45.16;581.0;99.999;5.0
3771;PI;Pio IX;-6.755;-40.6;545.0;99.999;5.0
3772;MA;Pio XII;-3.755;-45.15;19.0;99.999;5.0
3773;SP;Piquerobi;-21.756;-51.73;408.0;99.999;5.0
3774;CE;Piquet Carneiro;-5.755;-39.42;271.0;99.999;5.0
3775;SP;Piquete;-22.614;-45.18;660.0;99.999;5.0
3776;SP;Piracaia;-23.054;-46.36;828.0;99.999;5.0
3777;GO;Piracanjuba;-17.303;-49.02;776.0;99.999;5.0
3778;MG;Piracema;-20.5;-44.48;852.0;99.999;5.0
3779;SP;Piracicaba;-22.753;-47.65;513.0;99.999;5.0
3780;PI;Piracuruca;-3.928;-41.71;141.0;99.999;5.0
3781;RJ;Piraí;-22.629;-43.76;307.0;99.999;5.0
3782;BA;Piraí do Norte;-13.756;-39.38;1119.0;99.998;11.0
3783;PR;Piraí do Sul;-24.5;-49.95;370.0;99.999;5.0
3784;SP;Piraju;-23.194;-49.38;572.0;99.999;5.0
3785;MG;Pirajuba;-19.907;-48.7;483.0;99.999;5.0
3786;SP;Pirajuí;-21.999;-49.46;534.0;99.999;5.0
3787;SE;Pirambu;-10.754;-36.76;0.0;99.998;11.0
3788;MG;Piranga;-20.685;-43.3;785.0;99.999;5.0
3789;SP;Pirangi;-21.091;-48.66;543.0;99.999;5.0
3790;MG;Piranguçu;-22.5;-45.5;984.0;99.999;5.0
3791;MG;Piranguinho;-22.401;-45.5;876.0;99.999;5.0
3792;AL;Piranhas;-9.624;-37.76;0.0;99.999;5.0
3793;GO;Piranhas;-16.427;-51.75;568.0;99.999;5.0
3794;MA;Pirapemas;-3.753;-44.22;27.0;99.998;11.0
3795;MG;Pirapetinga;-21.656;-42.35;165.0;99.999;5.0
3796;RS;Pirapó;-28.045;-55.2;866.0;99.999;5.0
3797;MG;Pirapora;-17.345;-44.94;542.0;99.999;5.0
3798;SP;Pirapora do Bom Jesus;-23.397;-47.0;0.0;99.999;5.0
3799;SP;Pirapozinho;-22.275;-51.5;437.0;99.999;5.0
3800;PR;Piraquara;-25.442;-49.06;955.0;99.999;5.0
3801;TO;Piraquê;-6.757;-48.3;187.0;99.999;5.0
3802;SP;Pirassununga;-21.996;-47.43;620.0;99.999;5.0
3803;RS;Piratini;-31.448;-53.1;519.0;99.999;5.0
3804;SP;Piratininga;-22.413;-49.13;0.0;99.999;5.0
3805;SC;Piratuba;-27.42;-51.77;0.0;99.999;5.0
3806;MG;Piraúba;-21.276;-43.03;346.0;99.999;5.0
3807;GO;Pirenópolis;-15.756;-48.96;855.0;99.999;5.0
3808;GO;Pires do Rio;-17.3;-48.28;809.0;99.999;5.0
3809;CE;Pires Ferreira;-4.247;-40.65;167.0;99.999;5.0
3810;BA;Piripá;-14.94;-41.72;687.0;99.999;5.0
3811;PI;Piripiri;-4.273;-41.78;159.0;99.999;5.0
3812;BA;Piritiba;-11.753;-40.6;567.0;99.999;5.0
3813;PB;Pirpirituba;-6.758;-35.5;0.0;99.998;11.0
3814;PR;Pitanga;-24.756;-51.76;941.0;99.999;5.0
3815;PR;Pitangueiras;-23.231;-51.6;555.0;99.999;5.0
3816;SP;Pitangueiras;-21.009;-48.22;521.0;99.999;5.0
3817;MG;Pitangui;-19.683;-44.76;742.0;99.999;5.0
3818;PB;Pitimbu;-7.471;-34.75;0.0;99.997;16.0
3819;MG;Piuí;-20.465;-45.96;0.0;99.999;5.0
3820;TO;Pium;-10.443;-49.18;0.0;99.999;5.0
3821;ES;Piúma;-20.755;-40.72;178.0;99.998;11.0
3822;PA;Placas;-3.756;-54.22;115.0;99.999;5.0
3823;AC;Plácido de Castro;-10.335;-67.19;0.0;99.999;5.0
3824;GO;Planaltina;-15.453;-47.61;377.0;99.999;5.0
3825;PR;Planaltina do Paraná;-23.007;-52.91;883.0;99.999;5.0
3826;BA;Planaltino;-13.259;-40.37;868.0;99.999;5.0
3827;BA;Planalto;-14.67;-40.47;0.0;99.999;5.0
3828;PR;Planalto;-25.752;-53.77;0.0;99.999;5.0
3829;RS;Planalto;-27.329;-53.06;923.0;99.999;5.0
3830;SP;Planalto;-21.034;-49.93;420.0;99.999;5.0
3831;SC;Planalto Alegre;-27.07;-52.76;0.0;99.999;5.0
3832;MT;Planalto da Serra;-10.439;-55.28;445.0;99.999;5.0
3833;MG;Planura;-20.138;-48.7;481.0;99.999;5.0
3834;SP;Platina;-22.638;-50.25;515.0;99.999;5.0
3835;SP;Poá;-23.5;-46.34;754.0;99.999;5.0
3836;PE;Poção;-8.186;-36.71;100.0;99.999;5.0
3837;MA;Poção de Pedras;-4.667;-44.76;0.0;99.999;5.0
3838;PB;Pocinhos;-7.077;-36.06;0.0;99.999;5.0
3839;RN;Poço Branco;-5.623;-35.66;0.0;99.998;11.0
3840;PB;Poço Dantas;-6.404;-38.47;473.0;99.999;5.0
3841;RS;Poço das Antas;-29.449;-51.67;0.0;99.999;5.0
3842;AL;Poço das Trincheiras;-9.313;-37.29;0.0;99.999;5.0
3843;PB;Poço de José de Moura;-6.6;-38.5;297.0;99.999;5.0
3844;MG;Poço Fundo;-21.758;-45.97;882.0;99.999;5.0
3845;SE;Poço Redondo;-9.755;-37.68;0.0;99.999;5.0
3846;SE;Poço Verde;-10.751;-38.18;0.0;99.999;5.0
3847;BA;Poções;-14.5;-40.37;790.0;99.999;5.0
3848;MT;Poconé;-16.257;-56.62;0.0;99.999;5.0
3849;MG;Poços de Caldas;-21.759;-46.6;1288.0;99.999;5.0
3850;MG;Pocrane;-19.62;-41.64;244.0;99.999;5.0
3851;BA;Pojuca;-12.431;-38.33;0.0;99.998;11.0
3852;SP;Poloni;-20.759;-49.75;482.0;99.999;5.0
3853;PB;Pombal;-6.757;-37.75;0.0;99.999;5.0
3854;PE;Pombos;-8.141;-35.4;0.0;99.998;11.0
3855;SC;Pomerode;-26.754;-49.18;0.0;99.999;5.0
3856;SP;Pompéia;-22.109;-50.17;442.0;99.999;5.0
3857;MG;Pompéu;-19.224;-44.94;708.0;99.999;5.0
3858;SP;Pongaí;-21.754;-49.37;399.0;99.999;5.0
3859;PA;Ponta de Pedras;-1.39;-48.76;2.0;99.999;5.0
3860;PR;Ponta Grossa;-25.095;-50.13;849.0;99.999;5.0
3861;MS;Ponta Porã;-22.5;-55.73;0.0;99.999;5.0
3862;SP;Pontal;-21.023;-48.04;367.0;99.999;5.0
3863;MT;Pontal do Araguaia;-15.755;-52.01;17.0;99.999;5.0
3864;PR;Pontal do Paraná;-25.674;-48.5;561.0;99.998;11.0
