UF;city;Lat;Long;height
CE;Palhano;-4.755;-37.96;0
SC;Palhoça;-27.645;-48.67;0
MG;Palma;-21.375;-42.31;762
SC;Palma Sola;-26.348;-53.28;547
CE;Palmácia;-4.15;-38.75;137
PE;Palmares;-8.683;-35.6;0
RS;Palmares do Sul;-30.258;-50.5;519
SP;Palmares Paulista;-21.083;-48.75;0
PR;Palmas;-26.484;-51.99;479
TO;Palmas;-10.213;-48.36;1177
BA;Palmas de Monte Alto;-14.267;-43.13;602
PR;Palmeira;-25.429;-50.01;0
SC;Palmeira;-27.6;-50.16;563
RS;Palmeira das Missões;-27.756;-53.31;381
PI;Palmeira do Piauí;-8.753;-44.24;0
SP;Palmeira d'Oeste;-20.416;-50.76;212
AL;Palmeira dos µndios;-9.407;-36.63;27
PI;Palmeirais;-5.978;-43.06;201
MA;Palmeirândia;-2.645;-44.76;833
TO;Palmeirante;-7.756;-47.93;594
BA;Palmeiras;-12.5;-41.6;698
GO;Palmeiras de Goiás;-16.755;-49.93;0
PE;Palmeirina;-9.004;-36.33;0
TO;Palmeirópolis;-13.044;-48.4;456
GO;Palmelo;-17.324;-48.42;780
GO;Palminópolis;-16.76;-50.13;723
PR;Palmital;-24.756;-52.25;751
SP;Palmital;-22.759;-50.22;477
RS;Palmitinho;-27.355;-53.6;0
SC;Palmitos;-27.068;-53.13;0
MG;Palmópolis;-16.754;-40.42;453
PR;Palotina;-24.284;-53.75;297
GO;Panamá;-18.177;-49.35;710
RS;Panambi;-28.293;-53.5;0
ES;Pancas;-19.225;-40.76;375
PE;Panelas;-8.664;-36.01;0
SP;Panorama;-21.356;-51.76;333
RS;Pantano Grande;-30.191;-52.37;0
AL;Pão de Açúcar;-9.755;-37.44;0
MG;Papagaios;-19.449;-44.75;697
SC;Papanduva;-26.37;-50.14;542
PI;Paquetá;-7.104;-41.7;438
MG;Pará de Minas;-19.756;-44.61;792
RJ;Paracambi;-22.611;-43.71;71
MG;Paracatu;-17.222;-46.76;724
CE;Paracuru;-3.41;-39.03;36
PA;Paragominas;-2.996;-47.35;95
MG;Paraguaçu;-21.5;-45.74;463
SP;Paraguaçu Paulista;-22.413;-50.6;882
RS;Paraí;-28.6;-51.79;309
RJ;Paraíba do Sul;-22.125;-43.29;224
MA;Paraibano;-6.433;-43.98;753
SP;Paraibuna;-23.386;-45.66;35
CE;Paraipaba;-3.439;-39.15;0
SC;Paraíso;-26.614;-53.67;303
SP;Paraíso;-21.016;-48.77;0
PR;Paraíso do Norte;-23.281;-52.6;461
RS;Paraíso do Sul;-29.669;-53.15;1310
TO;Paraíso do Tocantins;-10.176;-48.76;0
MG;Paraisópolis;-22.6;-45.78;531
CE;Parambu;-6.211;-40.69;510
BA;Paramirim;-13.443;-42.24;596
CE;Paramoti;-4.097;-39.24;182
RN;Paraná;-6.486;-38.31;417
TO;Paranã;-12.615;-47.76;11
PR;Paranacity;-22.93;-52.15;462
PR;Paranaguá;-25.5;-48.5;501
MS;Paranaíba;-19.677;-51.19;0
GO;Paranaiguara;-18.916;-50.65;622
MT;Paranaíta;-9.665;-56.48;355
SP;Paranapanema;-23.389;-48.72;407
PR;Paranapoema;-22.634;-52.1;0
SP;Paranapuã;-21.757;-50.77;0
PE;Paranatama;-8.921;-36.66;488
MT;Paranatinga;-14.432;-54.05;290
PR;Paranavaí;-23.073;-52.47;449
MS;Paranhos;-23.756;-55.43;0
MG;Paraopeba;-19.274;-44.4;702
SP;Parapuã;-21.757;-50.77;436
PB;Parari;-7.321;-36.66;0
RJ;Parati;-23.218;-44.71;635
BA;Paratinga;-12.691;-43.18;0
RN;Paraú;-5.757;-37.1;662
PA;Parauapebas;-6.068;-49.9;673
GO;Paraúna;-16.948;-50.45;0
RN;Parazinho;-5.223;-35.75;0
SP;Pardinho;-23.081;-48.37;882
RS;Pareci Novo;-29.638;-51.4;0
RO;Parecis;-12.196;-61.6;0
RN;Parelhas;-6.688;-36.66;0
AL;Pariconha;-9.253;-38;0
AM;Parintins;-2.628;-56.74;0
BA;Paripiranga;-10.688;-37.76;0
AL;Paripueira;-9.465;-35.6;0
SP;Pariquera-Açu;-24.752;-47.76;33
SP;Parisi;-20.304;-50.01;468
PI;Parnaguá;-10.228;-44.64;422
PI;Parnaíba;-2.905;-41.78;23
PE;Parnamirim;-8.091;-39.6;398
RN;Parnamirim;-5.916;-35.26;0
MA;Parnarama;-5.682;-43.09;175
RS;Parobé;-29.629;-50.75;0
RN;Passa e Fica;-6.436;-35.64;0
MG;Passa Quatro;-22.39;-44.97;994
RS;Passa Sete;-29.453;-52.96;0
MG;Passa Tempo;-20.651;-44.5;957
MG;Passa Vinte;-22.259;-44.23;0
MG;Passabém;-19.353;-43.14;666
PB;Passagem;-7.138;-37.05;121
RN;Passagem;-6.279;-35.38;237
MA;Passagem Franca;-6.18;-43.78;0
PI;Passagem Franca do Piauí;-5.756;-42.44;0
PE;Passira;-7.995;-35.6;0
AL;Passo de Camaragibe;-9.238;-35.49;0
SC;Passo de Torres;-29.335;-49.72;0
RS;Passo do Sobrado;-29.755;-52.27;0
RS;Passo Fundo;-28.263;-52.41;0
MG;Passos;-20.752;-46.61;0
SC;Passos Maia;-26.758;-52.06;753
MA;Pastos Bons;-6.602;-44.08;441
MG;Patis;-16.076;-44.08;814
PR;Pato Bragado;-24.626;-54.22;240
PR;Pato Branco;-26.229;-52.67;806
PB;Patos;-7.024;-37.28;841
MG;Patos de Minas;-18.6;-46.5;260
PI;Patos do Piauí;-7.668;-41.24;0
MG;Patrocínio;-18.944;-46.99;258
MG;Patrocínio do Muriaé;-21.153;-42.21;770
SP;Patrocínio Paulista;-20.639;-47.28;912
RN;Patu;-6.11;-37.64;0
RJ;Paty do Alferes;-22.429;-43.42;640
BA;Pau Brasil;-15.464;-39.65;208
PA;Pau d'Arco;-7.755;-50.04;236
TO;Pau d'Arco;-7.5;-49.37;270
RN;Pau dos Ferros;-6.109;-38.25;0
PE;Paudalho;-7.756;-35.18;0
AM;Pauini;-7.751;-66.98;0
MG;Paula Cândido;-20.756;-42.98;749
PR;Paula Freitas;-26.258;-50.94;768
SP;Paulicéia;-21.318;-51.75;297
SP;Paulínia;-22.756;-47.15;554
MA;Paulino Neves;-2.752;-42.5;39
PB;Paulista;-6.6;-37.62;372
PE;Paulista;-7.941;-34.76;605
PI;Paulistana;-8.144;-41.15;0
SP;Paulistânia;-22.6;-49.4;0
MG;Paulistas;-18.428;-42.76;736
BA;Paulo Afonso;-9.406;-38.21;0
SP;Paulo de Faria;-20.031;-49.38;481
PR;Paulo Frontin;-26.04;-50.75;785
AL;Paulo Jacinto;-9.366;-36.37;0
SC;Paulo Lopes;-27.962;-48.68;0
MA;Paulo Ramos;-4.444;-45.24;74
MG;Pavão;-17.428;-41;286
RS;Paverama;-29.6;-51.73;0
PI;Pavussu;-7.966;-43.22;398
BA;Pé de Serra;-11.755;-39.61;280
PR;Peabiru;-23.913;-52.34;465
MG;Peçanha;-18.5;-42.6;873
SP;Pederneiras;-22.352;-48.78;479
PE;Pedra;-8.497;-36.94;637
MG;Pedra Azul;-16.005;-41.3;1060
SP;Pedra Bela;-22.759;-46.44;860
MG;Pedra Bonita;-20.5;-42.33;145
CE;Pedra Branca;-5.454;-39.72;783
PB;Pedra Branca;-7.427;-38.07;0
AP;Pedra Branca do Amapari;0.758;-51.94;669
MG;Pedra do Anta;-20.6;-42.71;848
MG;Pedra do Indaiá;-20.258;-45.26;657
MG;Pedra Dourada;-20.755;-42.15;0
RN;Pedra Grande;-5.15;-35.76;0
PB;Pedra Lavrada;-6.756;-36.47;0
SE;Pedra Mole;-10.617;-37.69;353
MT;Pedra Preta;-16.623;-54.47;0
RN;Pedra Preta;-5.6;-36.1;894
MG;Pedralva;-22.243;-45.47;425
SP;Pedranópolis;-20.248;-50.11;185
BA;Pedrão;-12.15;-38.65;0
PB;Pedras de Fogo;-7.402;-35.12;0
MG;Pedras de Maria da Cruz;-15.607;-44.39;500
SC;Pedras Grandes;-28.436;-49.19;0
SP;Pedregulho;-20.257;-47.48;939
SP;Pedreira;-22.754;-46.9;51
MA;Pedreiras;-4.6;-44.6;627
SE;Pedrinhas;-11.192;-37.67;347
SP;Pedrinhas Paulista;-22.755;-50.79;0
MG;Pedrinópolis;-19.228;-47.46;1025
TO;Pedro Afonso;-8.968;-48.17;263
BA;Pedro Alexandre;-10.014;-37.76;0
RN;Pedro Avelino;-5.5;-36.39;0
ES;Pedro Canário;-18.03;-40.15;87
SP;Pedro de Toledo;-24.275;-47.23;291
MA;Pedro do Rosário;-2.973;-45.35;50
MS;Pedro Gomes;-18.101;-54.6;270
PI;Pedro II;-4.425;-41.46;559
PI;Pedro Laurentino;-8.068;-42.29;262
MG;Pedro Leopoldo;-19.618;-44.04;715
RS;Pedro Osório;-31.756;-52.75;0
PB;Pedro Régio;-6.633;-35.3;0
MG;Pedro Teixeira;-21.751;-43.75;717
RN;Pedro Velho;-6.439;-35.22;0
TO;Peixe;-12.025;-48.5;31
PA;Peixe-Boi;-1.192;-47.31;254
MT;Peixoto de Azevedo;-10.223;-54.98;359
RS;Pejuçara;-28.423;-53.66;0
RS;Pelotas;-31.757;-52.34;0
CE;Penaforte;-7.755;-39.08;479
MA;Penalva;-3.294;-45.17;6
SP;Penápolis;-21.42;-50.08;409
RN;Pendências;-5.26;-36.72;0
AL;Penedo;-10.29;-36.6;0
SC;Penha;-26.757;-48.65;0
CE;Pentecoste;-3.759;-39.27;86
MG;Pequeri;-21.755;-43.12;631
MG;Pequi;-19.633;-44.66;818
TO;Pequizeiro;-8.6;-48.93;214
MG;Perdigão;-19.953;-45.08;820
MG;Perdizes;-19.353;-47.29;941
MG;Perdões;-21.091;-45.09;867
SP;Pereira Barreto;-20.638;-51.11;320
SP;Pereiras;-23.076;-47.98;524
CE;Pereiro;-6.042;-38.46;0
MA;Peri Mirim;-2.6;-44.76;15
MG;Periquito;-19.158;-42.23;248
SC;Peritiba;-27.373;-51.9;0
MA;Peritoró;-4.383;-44.33;60
PR;Perobal;-23.756;-53.41;353
PR;Pérola;-23.755;-53.68;341
PR;Pérola d'Oeste;-25.755;-53.74;846
GO;Perolândia;-17.5;-52.06;324
SP;Peruíbe;-24.32;-47;11
MG;Pescador;-18.357;-41.6;350
PE;Pesqueira;-8.358;-36.7;0
PE;Petrolândia;-8.979;-38.22;0
SC;Petrolândia;-27.5;-49.7;0
PE;Petrolina;-9.399;-40.5;805
GO;Petrolina de Goiás;-16.095;-49.34;416
RJ;Petrópolis;-22.5;-43.18;758
AL;Piaçabuçu;-10.406;-36.43;0
SP;Piacatu;-21.6;-50.6;378
PB;Piancó;-7.198;-37.93;0
BA;Piatã;-13.152;-41.77;1446
MG;Piau;-21.5;-43.32;454
RS;Picada Café;-29.444;-51.14;0
PA;Piçarra;-6.438;-48.76;176
SC;Piçarras;-26.756;-48.67;0
PI;Picos;-7.077;-41.47;319
PB;Picuí;-6.5;-36.35;0
SP;Piedade;-23.751;-47.43;810
MG;Piedade de Caratinga;-19.756;-42.08;486
MG;Piedade de Ponte Nova;-20.245;-42.73;973
MG;Piedade do Rio Grande;-21.469;-44.2;974
MG;Piedade dos Gerais;-20.471;-44.23;1063
PR;Piên;-26.098;-49.43;860
BA;Pilão Arcado;-10.003;-42.5;437
AL;Pilar;-9.6;-35.96;427
PB;Pilar;-7.267;-35.26;766
GO;Pilar de Goiás;-14.756;-49.6;0
SP;Pilar do Sul;-23.755;-47.72;0
PB;Pilões;-6.75;-35.62;0
RN;Pilões;-6.269;-38.04;0
PB;Pilõezinhos;-6.756;-35.5;0
MG;Pimenta;-20.484;-45.8;0
RO;Pimenta Bueno;-11.673;-61.19;825
PI;Pimenteiras;-6.245;-41.42;0
RO;Pimenteiras do Oeste;-13.483;-61.05;539
BA;Pindaí;-14.493;-42.69;623
SP;Pindamonhangaba;-22.924;-45.46;535
MA;Pindaré Mirim;-3.608;-45.34;0
AL;Pindoba;-9.475;-36.29;0
BA;Pindobaçu;-10.754;-40.36;470
SP;Pindorama;-21.186;-48.91;451
TO;Pindorama do Tocantins;-11.139;-47.6;562
CE;Pindoretama;-4.027;-38.31;0
MG;Pingo d'Água;-19.753;-42.41;0
PR;Pinhais;-25.445;-49.19;935
RS;Pinhal;-27.5;-53.22;541
PR;Pinhal de São Bento;-26.03;-53.48;0
RS;Pinhal Grande;-29.346;-53.31;744
PR;Pinhalão;-23.759;-50.06;0
SC;Pinhalzinho;-26.755;-52.99;0
SP;Pinhalzinho;-22.758;-46.6;905
PR;Pinhão;-25.696;-51.66;1167
SE;Pinhão;-10.6;-37.72;0
RJ;Pinheiral;-22.5;-44;375
RS;Pinheirinho do Vale;-27.26;-53.61;0
MA;Pinheiro;-2.5;-45.08;0
RS;Pinheiro Machado;-31.6;-53.38;0
SC;Pinheiro Preto;-27.051;-51.23;3
ES;Pinheiros;-18.37;-40.21;117
BA;Pintadas;-11.755;-39.91;276
MG;Pintópolis;-16.059;-45.16;581
PI;Pio IX;-6.755;-40.6;545
MA;Pio XII;-3.755;-45.15;19
SP;Piquerobi;-21.756;-51.73;408
CE;Piquet Carneiro;-5.755;-39.42;271
SP;Piquete;-22.614;-45.18;660
SP;Piracaia;-23.054;-46.36;828
GO;Piracanjuba;-17.303;-49.02;776
MG;Piracema;-20.5;-44.48;852
SP;Piracicaba;-22.753;-47.65;513
PI;Piracuruca;-3.928;-41.71;141
RJ;Piraí;-22.629;-43.76;307
BA;Piraí do Norte;-13.756;-39.38;1119
PR;Piraí do Sul;-24.5;-49.95;370
SP;Piraju;-23.194;-49.38;572
MG;Pirajuba;-19.907;-48.7;483
SP;Pirajuí;-21.999;-49.46;534
SE;Pirambu;-10.754;-36.76;0
MG;Piranga;-20.685;-43.3;785
SP;Pirangi;-21.091;-48.66;543
MG;Piranguçu;-22.5;-45.5;984
MG;Piranguinho;-22.401;-45.5;876
AL;Piranhas;-9.624;-37.76;0
GO;Piranhas;-16.427;-51.75;568
MA;Pirapemas;-3.753;-44.22;27
MG;Pirapetinga;-21.656;-42.35;165
RS;Pirapó;-28.045;-55.2;866
MG;Pirapora;-17.345;-44.94;542
SP;Pirapora do Bom Jesus;-23.397;-47;0
SP;Pirapozinho;-22.275;-51.5;437
PR;Piraquara;-25.442;-49.06;955
TO;Piraquê;-6.757;-48.3;187
SP;Pirassununga;-21.996;-47.43;620
RS;Piratini;-31.448;-53.1;519
SP;Piratininga;-22.413;-49.13;0
SC;Piratuba;-27.42;-51.77;0
MG;Piraúba;-21.276;-43.03;346
GO;Pirenópolis;-15.756;-48.96;855
GO;Pires do Rio;-17.3;-48.28;809
CE;Pires Ferreira;-4.247;-40.65;167
BA;Piripá;-14.94;-41.72;687
PI;Piripiri;-4.273;-41.78;159
BA;Piritiba;-11.753;-40.6;567
PB;Pirpirituba;-6.758;-35.5;0
PR;Pitanga;-24.756;-51.76;941
PR;Pitangueiras;-23.231;-51.6;555
SP;Pitangueiras;-21.009;-48.22;521
MG;Pitangui;-19.683;-44.76;742
PB;Pitimbu;-7.471;-34.75;0
MG;Piuí;-20.465;-45.96;0
TO;Pium;-10.443;-49.18;0
ES;Piúma;-20.755;-40.72;178
PA;Placas;-3.756;-54.22;115
AC;Plácido de Castro;-10.335;-67.19;0
GO;Planaltina;-15.453;-47.61;377
PR;Planaltina do Paraná;-23.007;-52.91;883
BA;Planaltino;-13.259;-40.37;868
BA;Planalto;-14.67;-40.47;0
PR;Planalto;-25.752;-53.77;0
RS;Planalto;-27.329;-53.06;923
SP;Planalto;-21.034;-49.93;420
SC;Planalto Alegre;-27.07;-52.76;0
MT;Planalto da Serra;-10.439;-55.28;445
MG;Planura;-20.138;-48.7;481
SP;Platina;-22.638;-50.25;515
SP;Poá;-23.5;-46.34;754
PE;Poção;-8.186;-36.71;100
MA;Poção de Pedras;-4.667;-44.76;0
PB;Pocinhos;-7.077;-36.06;0
RN;Poço Branco;-5.623;-35.66;0
PB;Poço Dantas;-6.404;-38.47;473
RS;Poço das Antas;-29.449;-51.67;0
AL;Poço das Trincheiras;-9.313;-37.29;0
PB;Poço de José de Moura;-6.6;-38.5;297
MG;Poço Fundo;-21.758;-45.97;882
SE;Poço Redondo;-9.755;-37.68;0
SE;Poço Verde;-10.751;-38.18;0
BA;Poções;-14.5;-40.37;790
MT;Poconé;-16.257;-56.62;0
MG;Poços de Caldas;-21.759;-46.6;1288
MG;Pocrane;-19.62;-41.64;244
BA;Pojuca;-12.431;-38.33;0
SP;Poloni;-20.759;-49.75;482
PB;Pombal;-6.757;-37.75;0
PE;Pombos;-8.141;-35.4;0
SC;Pomerode;-26.754;-49.18;0
SP;Pompéia;-22.109;-50.17;442
MG;Pompéu;-19.224;-44.94;708
SP;Pongaí;-21.754;-49.37;399
PA;Ponta de Pedras;-1.39;-48.76;2
PR;Ponta Grossa;-25.095;-50.13;849
MS;Ponta Porã;-22.5;-55.73;0
SP;Pontal;-21.023;-48.04;367
MT;Pontal do Araguaia;-15.755;-52.01;17
PR;Pontal do Paraná;-25.674;-48.5;561
GO;Pontalina;-17.5;-49.45;372
SP;Pontalinda;-20.441;-50.5;503
RS;Pontão;-28.059;-52.68;0
SC;Ponte Alta;-27.484;-50.38;538
TO;Ponte Alta do Bom Jesus;-12.091;-46.48;0
SC;Ponte Alta do Norte;-27.158;-50.46;319
TO;Ponte Alta do Tocantins;-10.754;-47.5;0
MT;Ponte Branca;-16.756;-52.75;629
MG;Ponte Nova;-20.416;-42.91;471
RS;Ponte Preta;-27.654;-52.49;0
SC;Ponte Serrada;-26.756;-52.02;0
MT;Pontes e Lacerda;-15.226;-59.34;0
SP;Pontes Gestal;-20.126;-49.7;464
ES;Ponto Belo;-18.124;-40.5;190
MG;Ponto Chique;-16.631;-45.07;542
MG;Ponto dos Volantes;-16.755;-41.5;511
BA;Ponto Novo;-10.756;-40.13;399
SP;Populina;-19.933;-50.5;470
CE;Poranga;-4.754;-40.93;534
SP;Porangaba;-23.176;-48.13;389
GO;Porangatu;-13.441;-49.15;326
RJ;Porciúncula;-20.963;-42.04;721
PR;Porecatu;-22.756;-51.38;365
RN;Portalegre;-6.024;-37.99;0
RS;Portão;-29.75;-51.24;0
GO;Porteirão;-17.755;-50.13;518
CE;Porteiras;-7.5;-39.12;492
MG;Porteirinha;-15.754;-43.03;550
PA;Portel;-1.936;-50.75;866
GO;Portelândia;-17.354;-52.68;56
PI;Porto;-3.756;-42.71;0
AC;Porto Acre;-9.6;-67.5;192
RS;Porto Alegre;-30.033;-51.23;303
MT;Porto Alegre do Norte;-10.756;-51.63;409
PI;Porto Alegre do Piauí;-6.967;-44.18;0
TO;Porto Alegre do Tocantins;-11.609;-47.05;851
PR;Porto Amazonas;-25.5;-49.76;646
PR;Porto Barreiro;-25.5;-52.41;0
SC;Porto Belo;-27.158;-48.6;0
AL;Porto Calvo;-9.045;-35.4;0
SE;Porto da Folha;-9.917;-37.28;76
PA;Porto de Moz;-1.755;-52.24;0
AL;Porto de Pedras;-9.158;-35.3;0
RN;Porto do Mangue;-5.068;-36.78;0
MT;Porto dos Gaúchos;-11.5;-57.41;0
MT;Porto Esperidião;-15.756;-58.46;0
MT;Porto Estrela;-15.324;-57.23;559
SP;Porto Feliz;-23.215;-47.5;561
SP;Porto Ferreira;-21.756;-47.48;574
MG;Porto Firme;-20.673;-43.08;246
MA;Porto Franco;-6.338;-47.4;115
AP;Porto Grande;0.751;-51.41;0
RS;Porto Lucena;-27.756;-55.02;0
RS;Porto Mauá;-27.6;-54.67;0
MS;Porto Murtinho;-21.699;-57.76;316
TO;Porto Nacional;-10.751;-48.42;0
RJ;Porto Real;-22.42;-44.29;430
AL;Porto Real do Colégio;-10.186;-36.75;18
PR;Porto Rico;-22.757;-53.27;342
MA;Porto Rico do Maranhão;-1.756;-44.61;78
BA;Porto Seguro;-16.45;-39.06;1016
SC;Porto União;-26.238;-51.08;0
RO;Porto Velho;-8.756;-63.9;0
RS;Porto Vera Cruz;-27.754;-54.9;846
PR;Porto Vitória;-26.125;-51.23;0
AC;Porto Walter;-8.269;-72.74;0
RS;Porto Xavier;-27.906;-55.14;52
GO;Posse;-14.093;-46.37;715
MG;Poté;-17.755;-41.79;528
CE;Potengi;-7.091;-40.03;557
SP;Potim;-22.755;-45.25;545
BA;Potiraguá;-15.6;-39.76;166
SP;Potirendaba;-21.043;-49.38;476
CE;Potiretama;-5.752;-38.16;0
MG;Pouso Alegre;-22.23;-45.94;892
MG;Pouso Alto;-22.194;-44.97;1085
RS;Pouso Novo;-29.171;-52.26;0
SC;Pouso Redondo;-27.258;-49.93;0
MT;Poxoréo;-15.755;-54.39;628
SP;Pracinha;-21.756;-51.09;365
AP;Pracuúba;1.754;-50.79;140
BA;Prado;-17.341;-39.22;515
PR;Prado Ferreira;-23.039;-51.44;88
SP;Pradópolis;-21.359;-48.07;548
MG;Prados;-21.058;-44.08;989
SC;Praia Grande;-29.197;-49.95;0
SP;Praia Grande;-24.006;-46.4;11
TO;Praia Norte;-5.393;-47.75;198
PA;Prainha;-1.755;-53.48;3
PR;Pranchita;-26.02;-53.74;570
MG;Prata;-19.307;-48.92;145
PB;Prata;-7.691;-37.08;630
PI;Prata do Piauí;-5.667;-42.26;758
SP;Pratânia;-22.755;-48.67;0
MG;Pratápolis;-20.754;-46.76;700
MG;Pratinha;-19.755;-46.38;1074
SP;Presidente Alves;-22.1;-49.44;530
MG;Presidente Bernardes;-20.757;-43.19;607
SP;Presidente Bernardes;-22.006;-51.6;378
PR;Presidente Castelo Branco;-23.278;-52.15;567
SC;Presidente Castelo Branco;-27.223;-51.75;0
BA;Presidente Dutra;-11.296;-41.99;650
MA;Presidente Dutra;-5.29;-44.49;103
SP;Presidente Epitácio;-21.756;-52.12;356
AM;Presidente Figueiredo;-2.034;-60.03;0
SC;Presidente Getúlio;-27.051;-49.62;0
BA;Presidente Jânio Quadros;-14.689;-41.68;667
MA;Presidente Juscelino;-2.928;-44.07;45
MG;Presidente Juscelino;-18.637;-44.06;661
RN;Presidente Juscelino;-6.106;-35.71;0
ES;Presidente Kennedy;-21.099;-41.05;68
TO;Presidente Kennedy;-8.5;-48.5;239
MG;Presidente Kubitschek;-18.614;-43.6;1123
RS;Presidente Lucena;-29.5;-51.18;0
MA;Presidente Médici;-2.387;-45.75;31
RO;Presidente Médici;-11.175;-61.9;0
SC;Presidente Nereu;-27.277;-49.39;0
MG;Presidente Olegário;-18.418;-46.42;759
SP;Presidente Prudente;-22.126;-51.39;342
MA;Presidente Sarney;-2.6;-45.36;24
BA;Presidente Tancredo Neves;-13.449;-39.42;204
MA;Presidente Vargas;-3.407;-44.02;28
SP;Presidente Venceslau;-21.756;-51.75;378
PA;Primavera;-0.94;-47.12;0
PE;Primavera;-8.331;-35.35;661
RO;Primavera de Rondônia;-11.755;-61.32;33
MT;Primavera do Leste;-15.6;-54.3;0
MA;Primeira Cruz;-2.5;-43.44;34
PR;Primeiro de Maio;-22.756;-51.03;353
SC;Princesa;-26.442;-53.6;0
PB;Princesa Isabel;-7.754;-37.99;591
GO;Professor Jamil;-17.249;-49.24;693
RS;Progresso;-29.244;-52.31;0
SP;Promissão;-21.5;-49.76;417
SE;Propriá;-10.211;-36.75;0
RS;Protásio Alves;-28.756;-51.47;0
MG;Prudente de Morais;-19.482;-44.16;728
PR;Prudentópolis;-25.213;-50.98;794
TO;Pugmil;-10.424;-48.76;290
RN;Pureza;-5.467;-35.6;0
RS;Putinga;-29.002;-52.15;0
PB;Puxinanã;-7.125;-35.96;0
SP;Quadra;-23.299;-48.05;635
RS;Quaraí;-30.388;-56.45;0
MG;Quartel Geral;-19.274;-45.6;652
PR;Quarto Centenário;-24.279;-53.08;420
SP;Quatá;-22.248;-50.7;523
PR;Quatiguá;-23.6;-49.91;649
PA;Quatipuru;-0.756;-47.01;12
RJ;Quatis;-22.407;-44.26;498
PR;Quatro Barras;-25.366;-49.08;989
PR;Quatro Pontes;-24.6;-53.98;435
AL;Quebrangulo;-9.319;-36.47;0
PR;Quedas do Iguaçu;-25.45;-52.91;611
PI;Queimada Nova;-8.6;-41.42;380
BA;Queimadas;-10.978;-39.63;317
PB;Queimadas;-7.358;-35.76;0
RJ;Queimados;-22.752;-43.6;21
SP;Queiroz;-21.76;-50.24;411
SP;Queluz;-22.5;-44.77;0
MG;Queluzita;-20.754;-43.76;599
MT;Querência;-12.6;-52.2;306
PR;Querência do Norte;-23.084;-53.48;321
RS;Quevedos;-29.353;-54.07;0
BA;Quijingue;-10.755;-39.26;362
SC;Quilombo;-26.753;-52.72;0
PR;Quinta do Sol;-23.756;-52.13;432
SP;Quintana;-22.073;-50.31;459
RS;Quinze de Novembro;-28.755;-53.09;0
PE;Quipapá;-8.755;-36.01;0
GO;Quirinópolis;-18.448;-50.45;571
RJ;Quissamã;-22.107;-41.47;9
PR;Quitandinha;-25.756;-49.5;808
CE;Quiterianópolis;-5.755;-40.7;523
PB;Quixaba;-7.031;-37.15;0
PE;Quixabá;-7.752;-37.75;0
BA;Quixabeira;-11.412;-40.13;417
CE;Quixadá;-4.971;-39.02;176
CE;Quixelã;-6.254;-39.25;0
CE;Quixeramobim;-5.199;-39.29;260
CE;Quixeré;-5.074;-37.99;0
RN;Rafael Fernandes;-6.195;-38.23;0
RN;Rafael Godeiro;-6.076;-37.72;0
BA;Rafael Jambeiro;-12.408;-39.5;202
SP;Rafard;-23.012;-47.5;543
PR;Ramilândia;-25.12;-54.03;463
SP;Rancharia;-22.229;-50.76;457
PR;Rancho Alegre;-23.07;-50.91;486
PR;Rancho Alegre d'Oeste;-24.307;-52.95;429
SC;Rancho Queimado;-27.673;-49.02;0
MA;Raposa;-2.423;-44.1;3
MG;Raposos;-19.967;-43.75;893
MG;Raul Soares;-20.102;-42.45;397
PR;Realeza;-25.757;-53.5;405
PR;Rebouças;-25.621;-50.69;792
PE;Recife;-8.054;-34.76;0
MG;Recreio;-21.5;-42.47;164
TO;Recursolândia;-8.753;-47.24;345
CE;Redenção;-4.226;-38.73;735
PA;Redenção;-8.029;-50.03;385
SP;Redenção da Serra;-23.267;-45.5;306
PI;Redenção do Gurguéia;-9.487;-44.6;271
RS;Redentora;-27.664;-53.64;0
MG;Reduto;-20.219;-41.98;680
PI;Regeneração;-6.238;-42.69;413
SP;Regente Feijó;-22.221;-51.3;464
SP;Reginópolis;-21.756;-49.23;489
SP;Registro;-24.488;-47.75;6
RS;Relvado;-29.111;-52.07;0
BA;Remanso;-9.622;-42.08;407
PB;Remígio;-7.755;-38.15;0
PR;Renascença;-26.158;-52.97;740
CE;Reriutaba;-4.142;-40.6;329
RJ;Resende;-22.469;-44.45;1068
MG;Resende Costa;-20.922;-44.24;434
PR;Reserva;-24.65;-50.76;0
MT;Reserva do Cabaçal;-15.08;-58.47;1054
PR;Reserva do Iguaçu;-25.755;-52.03;827
MG;Resplendor;-19.326;-41.26;278
MG;Ressaquinha;-21.063;-43.76;1216
SP;Restinga;-20.603;-47.48;0
RS;Restinga Seca;-29.755;-53.38;755
BA;Retirolândia;-11.495;-39.43;348
MA;Riachão;-7.362;-46.62;725
PB;Riachão;-6.5;-35.63;0
BA;Riachão das Neves;-11.755;-44.91;0
PB;Riachão do Bacamarte;-7.248;-35.66;228
SE;Riachão do Dantas;-11.069;-37.73;0
BA;Riachão do Jacuípe;-11.755;-39.39;282
PB;Riachão do Poço;-7.152;-35.26;0
MG;Riachinho;-16.23;-45.99;658
TO;Riachinho;-6.438;-48.14;165
RN;Riacho da Cruz;-5.936;-37.95;0
PE;Riacho das Almas;-8.134;-35.76;0
BA;Riacho de Santana;-13.609;-42.94;509
RN;Riacho de Santana;-6.263;-38.32;0
PB;Riacho de Santo Antônio;-7.693;-36.16;0
PB;Riacho dos Cavalos;-6.438;-37.65;0
